name,address,id,builder,sqft,lights,covered,url,elements,pinimage,photos,latitude,longitude,group
BOND PARK SKATEPARK,"201 N Oakhill Ave, Janesville, WI 53548, US",BONDPARKSKATEPARK,Spohn Ranch,"6,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/bond-park-skatepark/,concrete park,spohnranchpin,BONDPARKSKATEPARK01.jpg BONDPARKSKATEPARK02.jpg BONDPARKSKATEPARK03.jpg,42.68090408,-89.04311153,WI
Bonney Lake Skatepark,"7203 W Tapps Hwy E, Bonney Lake, WA 98391, US",bonneylake,N/A,"14,316.33 ft²",No,No,http://www.northwestskater.com/bonneylake.html,Concrete Skatepark.,skateparkpin,bonneylake.jpg bonneylake2.jpg bonneylake3.jpg,47.190319,-122.166214,WA
Børkop Skatepark,"Skolebakken 1, 7080 Børkop, Denmark",Børkop SkateparkDK,FSR,320 m²,N/A,N/A,https://fsrbeton.dk/projekter/borkop/,Concrete Skatepark.,fsrbetonpin,boerkopfsr01.jpg,55.64201869,9.644941501,DK
Bowler Park,"4403 S Surprise Way, Boise, ID 83716, US",bowlerboiseID,N/A,"2,903.86 ft²",No,No,https://www.cityofboise.org/departments/parks-and-recreation/parks/bowler-park/,Skate dot,othergoodparkpin,bowler01.JPG bowler02.JPG bowler03.JPG bowler04.JPG bowler05.JPG bowler06.JPG,43.55620621,-116.1277206,ID
"BOX ELDER, MONTANA SKATEPARK","476 Box Elder Rd, Box Elder, MT 59521, US",BOXELDERMONTANASKATEPARK,Evergreen.,"5,818.53 ft²",No,No,https://www.evergreenskateparks.com/box-elder-montana-skatepark,N/A,evergreenpin,boxelder01.jpg,48.31652933,-110.0047884,MT
"BOZEMAN, MONTANA SKATEPARK","235 E Mendenhall St, Bozeman, MT 59715, US",BOZEMANMONTANASKATEPARK,Evergreen.,"1,276.53 ft²",No,No,https://www.evergreenskateparks.com/bozeman-montana-skatepark,N/A,evergreenpin,bozemaneg01.jpg,45.68063901,-111.0333386,MT
Bozeman Skatepark,"2 N 20th Ave, Bozeman, MT 59718, US",bozemanMT,Dreamland.,"1,550sqft.",No,No,http://www.dreamlandskateparks.com/montana,Kirk Park.,dreamlandpin,MONTANAbozeman.jpg MONTANAbozeman1.jpg MONTANAbozeman2.jpg,45.681104,-111.064036,MT
Bozeman Skatepark,"Kirk Park, 203 N 20th Ave, Bozeman, MT 59718, US",bozemanmt,Team Pain,"9,000sqft.",N/A,N/A,https://teampain.com/projects/bozeman-skatepark/,Concrete Skatepark.,teampainpin,bozeman01.jpg bozeman02.jpg,45.68112618,-111.064077,MT
Bradenton Riverwalk Skatepark,"101 Waterfront Dr, Bradenton, FL 34205, US",bradenton,Team Pain,"15,000sqft.",N/A,N/A,https://teampain.com/projects/bradenton-riverwalk-skatepark/,Concrete Skatepark.,teampainpin,brandenton01.jpg,27.50086681,-82.56248372,FL
"Brandon, FL","5720 Providence Rd, Riverview, FL 33578, US",brandon,Team Pain,"14,500sqft.",N/A,N/A,https://teampain.com/projects/brandon-florida-skatepark/,Concrete Skatepark.,teampainpin,brandon01.jpg,27.8952502,-82.31757379,FL
Breckenridge Skatepark,"880 Airport Rd, Breckenridge, CO 80424, US",breckenridge,Team Pain,"12,000sqft.",N/A,N/A,https://teampain.com/projects/breckenridge-skatepark/,Concrete Skatepark.,teampainpin,breckenridge01.jpg,39.49653993,-106.0477887,CO
Bremerton Skatepark,"1950 Homer Jones Dr, Bremerton, WA 98310, US",bremerton,N/A,"9,060.51 ft²",No,No,http://www.northwestskater.com/bremerton.html,Concrete Skatepark.,skateparkpin,bremerton.jpg bremerton2.jpg,47.578641,-122.621295,WA
BRISTOL BAY SKATEPARK,"4481 Sarasota Ave, Yorkville, IL 60560, US",BRISTOLBAYSKATEPARK,Spohn Ranch,5000 ft²,NO,N/A,https://www.spohnranch.com/portfolio/bristol-bay-skatepark/,concrete park,spohnranchpin,BRISTOLBAYSKATEPARK01.jpg BRISTOLBAYSKATEPARK02.jpg BRISTOLBAYSKATEPARK03.jpg,41.70672867,-88.43041464,IL
Brookings Skatepark,"3rd St & Hassett St, Brookings, OR 97415, US",brookingsOR,Dreamland.,"10,000sqft.",No,No,http://www.northwestskater.com/brookings.html,Concrete Skatepark.,dreamlandpin,OREGONbrookings1.jpg OREGONbrookings2.jpg OREGONbrookings3.jpg OREGONbrookings4.jpg,42.062411,-124.293534,OR
"Brooklyn, NY Sgt. William Dougherty Park","510 Vandervoort Ave, , NY 11222, US",Brooklynnyc,Dreamland.,"7,500 sqft.",N/A,N/A,https://www.dreamlandskateparks.com/new-york\nhttps://www.nycgovparks.org/parks/B096/,Collaboration with DeFoe Corp.,dreamlandpin,brooklyn01.jpg brooklyn02.jpg,40.7237687,-73.93680985,NY
Broomfield Skate Park,"150 Lamar St, Broomfield, CO 80020, US",broomfield,Team Pain,"12,000sqft.",N/A,N/A,https://teampain.com/projects/broomfield-skate-park-the-cage/,Concrete Skatepark.,teampainpin,broomfield01.jpg,39.9165871,-105.0627561,CO
"BrothersSkatepark-MammothLakes,California","5955 Lemon Park Way, Sacramento, CA 95824, US",BrothersSkatepark-MammothLakesCalifornia,Grindline.,"40,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,mammoth01.jpg,37.64036965,-118.949274,CA
Brushy Creek Skatepark Cedar Park,"2310 Brushy Creek Rd, Cedar Park, TX 78613, US",brushycreekskateparkcedarpark,Newline,"15,858.93 ft²",N/A,N/A,http://www.newlineskateparks.com/project/cedar-park-skatepark/,Concrete,newlinepin,brushycreekskateparkcedarpark.jpg,30.5063823,-97.7823986,TX
Islands Brygge Skatepark,"Islands Brygge 4, 2300 København, Denmark",bryggeDK,N/A,"2,912.89 ft² (270.62 m²)",Lights.,No,http://skateparks.dk/kobenhavn/islands-brygge-skatepark/,Wide red quarter pipe.,skateparklightspin,DKbrygge1.jpg DKbrygge2.jpg DKbrygge3.jpg DKbrygge4.jpg DKbrygge5.jpg,55.668805,12.578609,DK
"BUFFALO, NEW YORK SKATE PLAZA","400 Inman Ave, Woodbridge Township, NJ 07067, US",BUFFALONEWYORKSKATEPLAZA,Evergreen.,"12,439.19 ft²",No,No,https://www.evergreenskateparks.com/buffalo-new-york-skate-plaza,N/A,evergreenpin,buffaloeg01.jpg,40.60061833,-74.3203559,NY
"BuffaloSkatepark-Buffalo,WY","238 Klondike Dr #2, Buffalo, WY 82834, US",BuffaloSkatepark-BuffaloWY,Grindline,"10,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,buffalowy01.jpg,44.34501065,-106.7070396,WY
Buhl Skatepark,"424 7th Ave N, Buhl, ID 83316, US",buhlID,Dreamland.,"6,200sqft.",No,No,http://www.dreamlandskateparks.com/idaho\nhttp://www.northwestskater.com/buhl.html,Flow bowl with cradle and S shaped spine.,dreamlandpin,IDAHObuhl2.jpg IDAHObuhl3.jpg IDAHObuhl4.jpg IDAHObuhl5.jpg IDAHObuhl6.jpg IDAHObuhl7.jpg IDAHObuhl.jpg,42.605001,-114.760791,ID
"Burlington Skatepark - Burlinton, VT","1 Lake St, Burlington, VT 05401, US",bulingtonvt,artisan,"21,000sqft.",no,no,https://www.artisanskateparks.com/burlingtonvt,Concrete,artisanpin,burlingtonvt01.jpg,44.48283416,-73.22380046,VT
Burien Skatepark,"14491 4th Ave SW, Burien, WA 98166, US",burien,N/A,"11,366.63 ft²",No,No,http://www.northwestskater.com/burien.html,Concrete Skatepark.,skateparkpin,burien.jpg burien2.jpg,48.467972,-122.314788,WA
Burlington Skatepark,"871 S Section St, Burlington, WA 98233, US",burlington,N/A,"10,603.27 ft²",No,No,http://www.northwestskater.com/burlington.html,Concrete Skatepark.,skateparkpin,burlington.jpg burlington2.jpg,48.46799788,-122.3148648,WA
Burnside Skatepark,"165 E Burnside St, Portland, OR 97214, US",burnsideOR,DIY.,"11,068.46 ft²",No,Covered.,http://www.northwestskater.com/burnside.html,Concrete Skatepark.,diyparkpin,burnside1.jpg burnside2.jpg,45.522996,-122.663552,OR
Butte Skatepark,"E 2nd St & Garden Ave, Butte, MT 59701, US",butteMT,Dreamland.,"8,900sqft.",No,No,http://www.dreamlandskateparks.com/montana\nhttp://www.northwestskater.com/butte.html,Concrete Skatepark.,dreamlandpin,MONTANAbutte.jpg MONTANAbutte1.jpg MONTANAbutte2.jpg MONTANAbutte3.jpg,46.006374,-112.516587,MT
BUTTERFIELD PARK SKATEPARK,"3700 29th Ave, Marion, IA 52302, US",BUTTERFIELDPARKSKATEPARK,Spohn Ranch,"3,500 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/butterfield-park-skatepark/,concrete park,spohnranchpin,BUTTERFIELDPARKSKATEPARK01.jpg BUTTERFIELDPARKSKATEPARK02.jpg BUTTERFIELDPARKSKATEPARK03.jpg,42.05079628,-91.57161408,IA
"Buxton, North Carolina","46792 North Carolina Hwy 12, Buxton, NC 27920, US",buxtonnc,artisan,"5,200sqft.",no,no,https://www.artisanskateparks.com/buxton-north-carolina,Concrete,artisanpin,buxton01.jpg,35.26551422,-75.52205032,NC
Caldwell Skatepark,"Slipstream Way, Caldwell, ID 83605, US",caldwellID,CaliforniaSkateparks.,"20,000sqft.",No,No,http://www.northwestskater.com/caldwell.html,Pipe Dreams Skatepark. Large street park with deep clover bowl on the side.,othergoodparkpin,IDAHOcaldwell1.jpg IDAHOcaldwell2.jpg IDAHOcaldwell3.jpg IDAHOcaldwell4.jpg IDAHOcaldwell5.jpg IDAHOcaldwell7.jpg IDAHOcaldwell.jpg,43.656625,-116.640453,ID
Callingwood Skate Plaza Edmonton,"17710 69 Ave NW, Edmonton, AB T5T 3X9, Canada",callingwoodskateplazaedmonton,Newline,"23,488.14 ft²",N/A,N/A,http://www.newlineskateparks.com/project/callingwood-skate-plaza/,Concrete,newlinepin,callingwoodskateplazaedmonton.jpg,53.5061979,-113.6261924,AB
CAMPBELL COUNTY SKATEPARK,"2301 S 4-J Rd, Gillette, WY 82718, US",CAMPBELLCOUNTYSKATEPARK,Spohn Ranch,"10,000 ft²",NO,N/A,https://www.spohnranch.com/portfolio/campbell-county-skatepark/,concrete park,spohnranchpin,CAMPBELLCOUNTYSKATEPARK01.jpg CAMPBELLCOUNTYSKATEPARK02.jpg CAMPBELLCOUNTYSKATEPARK03.jpg CAMPBELLCOUNTYSKATEPARK04.jpg,44.27228101,-105.5090783,WY
Camp Woodward,"134 Sports Camp Dr, Woodward, PA 16882, US",campwoodward,Team Pain,"14,000sqft.",N/A,N/A,https://teampain.com/projects/cage-2-0-camp-woodward/,Concrete Skatepark.,teampainpin,campwoodward01.jpg,40.90006052,-77.36511191,PA
"CAMP WOOD YMCA, - ELMDALE, KANSAS","1101 B Campwood Rd, Elmdale, KS 66850, US",CAMPWOODYMCA-ELMDALEKANSAS,Evergreen.,"5,816.58 ft²",No,No,https://www.evergreenskateparks.com/camp-wood-kansas,N/A,evergreenpin,campwood01.jpg,38.34511912,-96.65174944,KS
Canmore Youth Park Canmore,"1900 8 Ave, Canmore, AB T1W 1Y2, Canada",canmoreyouthparkcanmore,Newline,"12,223.12 ft²",N/A,N/A,http://www.newlineskateparks.com/project/canmore-youth-park/,Concrete,newlinepin,canmoreyouthparkcanmore.jpg,51.09981489,-115.3635261,AB
Canon City Skatepark,"922 N Orchard Ave, Cañon City, CO 81212, US",canon,Team Pain,"15,000sqft.",N/A,N/A,https://teampain.com/projects/canon-city-skatepark/,Concrete Skatepark.,teampainpin,canoncity01.jpg,38.46623067,-105.2160169,CO
CAPE MAY COUNTY SKATEPARK,"550 Asbury Ave, Ocean City, NJ 08226, US",CAPEMAYCOUNTYSKATEPARK,Spohn Ranch,"12,000 ft²",YES,N/A,https://www.spohnranch.com/portfolio/cape-may-county-skatepark/,concrete park,spohnranchlightspin,CAPEMAYCOUNTYSKATEPARK01.jpg CAPEMAYCOUNTYSKATEPARK02.jpg,39.28318518,-74.57149386,NJ
"CARBONDALE, COLORADO PHASE II","311 Meadowood Dr, Carbondale, CO 81623, US",CARBONDALECOLORADOPHASEII,Evergreen.,"16,416.13 ft²",No,No,https://www.evergreenskateparks.com/carbondale-colorado-skatepark-phase-2,N/A,evergreenpin,carbondaleeg01.jpg,39.39139154,-107.2033829,CO
"CarbondaleSkatepark-Carbondale,CO","Roaring Fork Ave, Carbondale, CO 81623, US",CarbondaleSkatepark-CarbondaleCO,Grindline,"14,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,carbondale01.jpg,39.3913839,-107.2033865,CO
Cal Anderson Courts,"1635 11th Ave, Seattle, WA 98122, US",carlanderson,N/A,"7,773.43 ft²",Lights.,No,https://en.wikipedia.org/wiki/Cal_Anderson_Park,"Tennis and Basketball courts on Capitol Hill. Some people bring ledges, rails and launch ramps. There is also some DIY crete along the fence.",othergoodparklightspin,calanderson.jpg,47.61561272,-122.3198937,WA
Carnation Skatepark,"31999 Blanche St, Carnation, WA 98014, US",carnation,Grindline,"4,443.11 ft²",No,No,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,carnation.jpg carnation2.jpg,47.643155,-121.913696,WA
Carrington Skate Spot Calgary,"EB 140 Av @ 14 St NW, Calgary, AB T3P 0C9, Canada",carringtonskatespotcalgary,Newline,"5,804.10 ft²",N/A,N/A,http://www.newlineskateparks.com/project/carrington-skate-spot/,Concrete,newlinepin,carringtonskatespotcalgary.jpg,51.1818731,-114.0939379,AB
CARROLLWOOD VILLAGE SKATEPARK,"4690 W Village Dr, Tampa, FL 33624, US",CARROLLWOODVILLAGESKATEPARK,Spohn Ranch,"7,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/carrollwood-skatepark/,concrete park,spohnranchpin,CARROLLWOODVILLAGESKATEPARK01.jpg CARROLLWOODVILLAGESKATEPARK02.jpg CARROLLWOODVILLAGESKATEPARK03.jpg,28.07061103,-82.52569754,FL
Carstairs Skatepark Carstairs,"1201 Gough Rd #1005, Carstairs, AB T0M 0N0, Canada",carstairsskateparkcarstairs,Newline,"7,129.28 ft²",N/A,N/A,http://www.newlineskateparks.com/project/1394/,Concrete,newlinepin,carstairsskateparkcarstairs.jpg,51.56252675,-114.0986147,AB
Cashmere Skatepark,"119 W Pleasant Ave, Cashmere, WA 98815, US",cashmereWA,Evergreen.,"4,500sqft.",No,No,http://evergreenskateparks.com/cashmere-washington-skatepark\nhttp://evergreenskateparks.com/evergreen-skateparks-blog/14236683,Mini Flow Bowl.,evergreenpin,WASHINGTONcashmere1.jpg,47.523834,-120.464627,WA
"CASHMERE, WASHINGTON","201 Riverside Dr, Cashmere, WA 98815, US",CASHMEREWASHINGTON,Evergreen.,"4,217.03 ft²",No,No,https://www.evergreenskateparks.com/cashmere-washington-skatepark,N/A,evergreenpin,cashmereeg01.jpg,47.52367415,-120.4642463,WA
CASTAIC SKATEPARK,"31230 Castaic Rd, Castaic, CA 91384, US",CASTAICSKATEPARK,Spohn Ranch,"10,000 ft²",YES,N/A,https://www.spohnranch.com/portfolio/castaic-skatepark/,concrete park,spohnranchlightspin,CASTAICSKATEPARK01.jpg CASTAICSKATEPARK02.jpg CASTAICSKATEPARK03.jpg,34.48657389,-118.6146599,CA
San Pedro Channel Street,"610 W Channel St, Los Angeles, CA 90731, US",channelstCA,DIY.,"10,000sqft.",No,Covered.,https://northwestskater.com/sanpedrochannel.html,Medium depth DIY Bowls under a bridge,diyparkpin,channel01.png channel02.png channel03.png,33.75398664,-118.2910386,CA
"Charleston, SC","1549 Oceanic St, Charleston, SC 29405, US",charlestonsc,Team Pain,"32,500sqft.",N/A,N/A,https://teampain.com/projects/charleston-sc/,Concrete Skatepark.,teampainpin,charleston01.jpg,32.81836165,-79.95581525,SC
"Charlottesville, Virginia McIntire Skatepark","1021 Birdwood Rd, Charlottesville, VA 22903, US",charlottesville,Dreamland.,"32,000sqft.",N/A,N/A,https://www.dreamlandskateparks.com/the-past,N/A,dreamlandpin,charlottesville01.jpg charlottesville02.jpg charlottesville03.jpg,38.0445341,-78.47675109,VA
Chemainus Skatepark Chemainus,"2988 Elliott St, Chemainus, BC V0R 1K1, Canada",chemainusskateparkchemainus,Newline,"8,086.04 ft²",N/A,N/A,http://www.newlineskateparks.com/project/chemainus-skatepark/,Concrete,newlinepin,chemainusskateparkchemainus.jpg,48.92844837,-123.7232889,BC
Chinook Winds Skatepark Airidrie,"2853 Chinook Winds Drive Southwest, Airdrie, AB T4B 3S5, Canada",chinookwindsskateparkairidrie,Newline,"25,859.76 ft²",N/A,N/A,http://www.newlineskateparks.com/project/chinook-winds-skatepark/,Concrete,newlinepin,chinookwindsskateparkairidrie.jpg,51.26536857,-114.0379893,AB
"Cherokee Skatepark - Cherokee, NC","1036 Acquoni Rd, Cherokee, NC 28719, US",chrokeenc,artisan,"18,000sqft.",no,no,https://www.artisanskateparks.com/cherokee-skatepark-cherokee-nc,Concrete,artisanpin,chrokeenc01.jpg chrokeenc02.jpg chrokeenc03.jpg,35.49029799,-83.31172519,NC
Chuck Bailey Youth Park Surrey,"10665 City Pkwy, Surrey, BC V3T 4C8, Canada",chuckbaileyyouthparksurrey,Newline,"18,000 sqft",N/A,Yes,http://www.newlineskateparks.com/project/chuck-bailey-youth-park/,Concrete,newlinepin,chuckbaileyyouthparksurrey.jpg,49.19639616,-122.8492722,BC
"CityPark-Aurora,CO","Aurora City Park, 9701 E 16th Ave, Aurora, CO 80010, US",CityPark-AuroraCO,Grindline,"4,500sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,auroraco01.jpg,39.7431184,-104.8748888,CO
C Jay Smith Skate Plaza And Pump Track Newnan,"5 Glenn St, Newnan, GA 30263, US",cjaysmithskateplazaandpumptracknewnan,Newline,"32,122.94 ft²",N/A,N/A,http://www.newlineskateparks.com/project/newnan-c-jay-smith-skate-plaza-and-pump-track/,Concrete,newlinepin,cjaysmithskateplazaandpumptracknewnan.jpg,33.37750398,-84.79228941,GA
Clairmont Skatepark Clairmont,"9801 107A St, Grande Prairie, AB T8V 2H1, Canada",clairmontskateparkclairmont,Newline,"8,248.45 ft²",N/A,N/A,http://www.newlineskateparks.com/project/841/,Concrete,newlinepin,clairmontskateparkclairmont.jpg,55.26487527,-118.7899797,AB
CLARKDALE SKATEPARK,"22008 Clarkdale Ave, Hawaiian Gardens, CA 90716, US",CLARKDALESKATEPARK,Spohn Ranch,"5,500 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/clarkdale-skatepark/,concrete park,spohnranchpin,CLARKDALESKATEPARK01.jpg CLARKDALESKATEPARK02.jpg CLARKDALESKATEPARK03.jpg,33.82781068,-118.0797357,CA
"CLAWSON, MICHIGAN SKATEPARK","935 N Custer Ave, Troy, MI 48083, US",CLAWSONMICHIGANSKATEPARK,Evergreen.,"7,297.65 ft²",No,No,https://www.evergreenskateparks.com/clawson-michigan-skatepark,N/A,evergreenpin,clawsoneg01.jpg,42.54206563,-83.15328759,MI
CLELAND SKATEPARK,"2212 Modularity Dr, Fort Liberty, NC 28310, US",CLELANDSKATEPARK,Spohn Ranch,"12,000 ft²",NO,N/A,https://www.spohnranch.com/portfolio/cleland-skatepark/,concrete park,spohnranchpin,CLELANDSKATEPARK01.jpg CLELANDSKATEPARK02.jpg CLELANDSKATEPARK03.jpg,35.15255617,-79.00141399,NC
Cloverdale Covered Youth Park Cloverdale,"6240 BC-15, Surrey, BC V3S 1W8, Canada",cloverdalecoveredyouthparkcloverdale,Newline,"31,763.81 ft²",N/A,N/A,http://www.newlineskateparks.com/project/cloverdale-covered-youth-park/,Concrete,newlinepin,cloverdalecoveredyouthparkcloverdale.jpg,49.1162221,-122.7341696,BC
Coalpad DIY,"9989 Mt Baker Hwy, Deming, WA 98244, US",coalpadWA,DIY.,"10,000sqft.",Generator.,No,https://northwestskater.com/DemingCoalpadWA.html,"clover bowl with oververt, small transition areas, twinkie",diyparkpin,coalpad01.jpg coalpad02.jpg coalpad03.jpg,48.88642767,-121.9428521,WA
Cochrane Youth Park Cochrane,"201 W Rock Rd, Cochrane, AB T4C 1M1, Canada",cochraneyouthparkcochrane,Newline,"19,652.47 ft²",N/A,N/A,http://www.newlineskateparks.com/project/1311/,Concrete,newlinepin,cochraneyouthparkcochrane.jpg,51.18867576,-114.4881714,AB
"Cocoa Beach, FL","1450 Minutemen Causeway, Cocoa Beach, FL 32931, US",cocoabeach,Team Pain,"13,000sqft.",N/A,N/A,https://teampain.com/projects/cocoa-beach-fl/,Concrete Skatepark.,teampainpin,cocoa01.jpg,28.31542093,-80.62832933,FL
"CodySkatepark-Cody,WY","2413 Davidson Ave, Cody, WY 82414, US",CodySkatepark-CodyWY,Grindline,"9,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,codywy01.jpg codywy02jpg,44.52840132,-109.0435693,WY
Coeur d`Alene Skatepark,"480 W Garden Ave, Coeur d'Alene, ID 83814, US",coeurdaleneID,Evergreen,"14,000sqft.",No,No,https://coeurdalene.org/places/united-states/idaho/coeur-dalene/outdoor-activities/coeur-dalene-skate-park/\nhttps://www.evergreenskateparks.com/coeur-dalene-idaho-skatepark,Evergreen flow in the panhandle.,evergreenpin,IDAHOcoeurdalene1.jpg IDAHOcoeurdalene2.jpg IDAHOcoeurdalene3.jpg IDAHOcoeurdalene4.jpg,47.67762307,-116.790801,ID
"COEUR DALENE, IDAHO SKATEPARK","Millennium Skate Park, 300 N Greensferry Rd, Post Falls, ID 83854, US",COEURDALENEIDAHOSKATEPARK,Evergreen.,"8,283.25 ft²",No,No,https://www.evergreenskateparks.com/coeur-dalene-idaho-skatepark,N/A,evergreenpin,coureg01.jpg,47.70858066,-116.9153952,ID
COFFMAN PARK SKATEPARK,"6565 Commerce Pkwy, Dublin, OH 43017, US",COFFMANPARKSKATEPARK,Spohn Ranch,"14,000 ft²",YES,N/A,https://www.spohnranch.com/portfolio/dublin-skatepark/,concrete park,spohnranchlightspin,COFFMANPARKSKATEPARK01.jpg COFFMANPARKSKATEPARK02.jpg COFFMANPARKSKATEPARK03.jpg,40.10153157,-83.14198383,OH
Cold Lake Skatepark Cold Lake,"7825 51 St, Cold Lake, AB T9M, Canada",coldlakeskateparkcoldlake,Newline,"15,541.37 ft²",N/A,N/A,http://www.newlineskateparks.com/project/cochrane-skatepark/,Concrete,newlinepin,coldlakeskateparkcoldlake.jpg,54.44726621,-110.2022442,AB
"ColePark-CorpusChristi,TX","1526 Ocean Dr, Corpus Christi, TX 78404, US",ColePark-CorpusChristiTX,Grindline,"11,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,corpustx01.jpg,27.77265428,-97.38922781,TX
Colin's Dream Park Orange City,"Coleman Park, 210 E Blue Springs Ave, Orange City, FL 32763, US",colinsdreamparkorangecity,Newline,"3,239.92 ft²",N/A,N/A,http://www.newlineskateparks.com/project/colins-dream-park/,Concrete,newlinepin,colinsdreamparkorangecity.jpg,28.94266363,-81.29641085,FL
COLLINS PARK SKATEPARK,"200 W 1st St, Bayonne, NJ 07002, US",COLLINSPARKSKATEPARK,Spohn Ranch,"7,000 ft²",YES,N/A,https://www.spohnranch.com/portfolio/collins-park/,concrete park,spohnranchlightspin,COLLINSPARKSKATEPARK01.jpg COLLINSPARKSKATEPARK02.jpg COLLINSPARKSKATEPARK03.jpg COLLINSPARKSKATEPARK04.jpg COLLINSPARKSKATEPARK05.jpg,40.64541906,-74.14032678,NJ
Colorado Springs,"1605 E Pikes Peak Ave, Colorado Springs, CO 80909, US",coloradosprings,Team Pain,"45,000sqft.",N/A,N/A,https://teampain.com/projects/memorial-skate-park/,Concrete Skatepark.,teampainpin,coloradosprings01.jpg,38.8325294,-104.7963814,CO
Commonwealth Skatepark,"1425 SE 20th Ave, Portland, OR 97214, US",commonwealthOR,Evergreen.,"4,500sqft.",Lights.,Covered.,https://cwskate.com/skatepark-about,Concrete Skatepark.,evergreenlightspin,OREGONcommonwealth1.jpg OREGONcommonwealth2.jpg OREGONcommonwealth3.jpg OREGONcommonwealth4.jpg,45.5124,-122.645874,OR
COOPER PARK SKATEPARK,"Cooper Park, Maspeth Ave, , NY 11211, US",COOPERPARKSKATEPARK,Spohn Ranch,"10,000 ft²",NO,N/A,https://www.spohnranch.com/portfolio/cooperparkskatepark/,concrete park,spohnranchpin,COOPERPARKSKATEPARK01.jpg COOPERPARKSKATEPARK02.jpg COOPERPARKSKATEPARK03.jpg,40.71552356,-73.93655979,NY
